,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Engine_Type,Price
0,2019 Maruti Vitara Brezza,2018,Diesel,"34,470 Kms",1248 cc,1st Owner,Automatic,24.3 kmpl,88.5bhp,200Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"9,30,000"
1,2019 Maruti Vitara Brezza,2018,Diesel,"27,133 Kms",1248 cc,1st Owner,Automatic,24.3 kmpl,88.5bhp,200Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"9,10,000"
2,2017 Maruti Celerio,2017,Petrol,"75,447 Kms",998 cc,1st Owner,MH12,Comprehensive,998 CC,67.04bhp,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,50,000"
3,2017 Maruti Swift Dzire,2017,Diesel,"34,110 Kms",1248 cc,1st Owner,Manual,28.4 kmpl,74.02bhp,190Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.03 Seconds,DDiS Diesel Engine,"7,30,000"
4,2016 Hyundai Grand i10,2015,Petrol,"27,123 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,60,000"
5,2016 Maruti Celerio,2016,Petrol,"27,607 Kms",998 cc,1st Owner,Automatic,21.63 kmpl,67.05bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,25,000"
6,2013 Maruti Ritz,2013,Diesel,"70,082 Kms",1248 cc,1st Owner,Manual,23.2 kmpl,73.94bhp,190Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,DDiS Diesel Engine,"3,55,000"
7,2013 Honda Brio,2013,Petrol,"46,367 Kms",1198 cc,1st Owner,Automatic,16.5 kmpl,86.8bhp,109Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,16 Seconds,i-VTEC Engine,"3,80,000"
8,2016 Hyundai Grand i10,2015,Petrol,"62,282 Kms",1197 cc,2nd Owner,Automatic,18.9 kmpl,82bhp,114Nm,5,Silver,4 Speed,FWD,Power,Disc,Drum,14.9 Seconds,Kappa VTVT Petrol Engine,"4,30,000"
9,2019 Maruti Ignis,2018,Petrol,"73,634 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,Red,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"5,03,000"
10,2016 Maruti Swift Dzire,2015,Diesel,"95,459 Kms",1248 cc,1st Owner,Manual,26.59 kmpl,74bhp,190Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,13.8 Seconds,DDiS Diesel Engine,"6,30,000"
11,2015 Maruti Ritz,2014,Petrol,"67,959 Kms",1197 cc,1st Owner,Manual,18.5 kmpl,85.80bhp,114Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,K Series Petrol Engine,"3,97,500"
12,2017 Hyundai Grand i10,2016,Petrol,"8,189 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,White,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"5,00,000"
13,2014 Maruti Celerio,2014,Petrol,"16,615 Kms",998 cc,2nd Owner,Automatic,23.1 kmpl,67.04bhp,90Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"3,72,000"
14,Hyundai Grand i10 CRDi Magna,2013,Diesel,"36,208 kms",1120 CC,First Owner,Manual,24.0 kmpl,70 bhp,160Nm@ 1500-2750rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,15.6 Seconds,U2 CRDi Diesel Engine,4.25 Lakh*
15,Mercedes-Benz E-Class Expression E 220d,2017,Diesel,"31,037 kms",1950 CC,First Owner,Automatic,16.1 kmpl,191.76 bhp,400Nm@ 1600-2800rpm,5,White,9 Speed,RWD,Electric,Ventilated Disc,Ventilated Disc,7.6 Seconds,In-Line 4 Cylinder diesel Engine,46 Lakh*
16,Ford EcoSport 1.5 DV5 MT Trend,2013,Diesel,"1,06,000 kms",1498 CC,First Owner,Manual,22.7 kmpl,89.84 bhp,204Nm@ 2000-2750rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.5 Seconds,TDCi Diesel Engine,5.35 Lakh*
17,Maruti Wagon R CNG LXI,2018,CNG,"60,000 kms",998 CC,Second Owner,Manual,32.52 km/kg,58.33 bhp,78Nm@ 3500rpm,5,White,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,4.85 Lakh*
18,2018 Maruti Alto 800,2017,Petrol,"90,557 Kms",796 cc,1st Owner,Manual,24.7 kmpl,47.3bhp,69Nm,5,White,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"2,60,000"
19,Maruti Vitara Brezza ZDi,2017,Diesel,"60,710 kms",1248 CC,First Owner,Manual,24.3 kmpl,88.5 bhp,200Nm@ 1750rpm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,7.7 Lakh*
20,2015 Hyundai Grand i10,2014,Petrol,"86,499 Kms",1197 cc,1st Owner,Automatic,18.9 kmpl,82bhp,114Nm,5,Grey,4 Speed,FWD,Power,Disc,Drum,14.9 Seconds,Kappa VTVT Petrol Engine,"4,30,000"
21,2015 Maruti Wagon R,2015,Petrol,"24,152 Kms",998 cc,1st Owner,MH12,Comprehensive,998 CC,67.05bhp,5,Grey,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,35,000"
22,2016 Maruti Celerio,2016,Petrol,"28,529 Kms",998 cc,1st Owner,Automatic,23.1 kmpl,67.04bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,60,000"
23,2017 Maruti Celerio,2016,Petrol,"33,661 Kms",998 cc,1st Owner,Automatic,23.1 kmpl,67.04bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,75,000"
24,2016 Hyundai Grand i10,2015,Petrol,"61,631 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,25,000"
25,2017 Maruti Ignis,2017,Petrol,"83,629 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"4,75,000"
26,2018 Maruti Celerio,2018,Petrol,"21,888 Kms",998 cc,1st Owner,Automatic,23.1 kmpl,67.04bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"5,30,000"
27,2016 Maruti Celerio,2015,Petrol,"56,370 Kms",998 cc,1st Owner,Automatic,23.1 kmpl,67.04bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,00,000"
28,2018 Maruti Celerio X,2018,Petrol,"18,124 Kms",998 cc,1st Owner,Automatic,21.63 kmpl,67.05bhp,90Nm,5,Orange,AGS,FWD,Electric,Ventilated Disc,Drum,,K10B Petrol Engine,"5,15,000"
29,2015 Maruti Alto 800,2015,Petrol,"11,427 Kms",796 cc,1st Owner,Manual,22.74 kmpl,47.3bhp,69Nm,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"3,24,000"
30,2014 Maruti Wagon R,2014,Petrol,"40,671 Kms",998 cc,1st Owner,Manual,21.79 kmpl,67.05bhp,90Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K10B Petrol Engine,"3,60,000"
31,2015 Maruti Wagon R,2015,Petrol,"34,013 Kms",998 cc,1st Owner,Manual,20.51 kmpl,67.04bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,10,000"
32,2014 Hyundai Grand i10,2014,Petrol,"67,125 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,24,000"
33,2019 Maruti Baleno,2019,Petrol,"12,044 Kms",1197 cc,1st Owner,Automatic,19.56 kmpl,81.80bhp,113Nm,5,Silver,CVT,FWD,Electric,Disc,Drum,12.79 seconds,1.2L VVT Engine,"7,90,000"
34,2017 Maruti Celerio,2017,Petrol,"30,128 Kms",998 cc,1st Owner,Automatic,23.1 kmpl,67.04bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,85,000"
35,2014 Hyundai Grand i10,2014,Petrol,"54,990 Kms",1197 cc,2nd Owner,Automatic,18.9 kmpl,82bhp,114Nm,5,Black,4 Speed,FWD,Power,Disc,Drum,14.9 Seconds,Kappa VTVT Petrol Engine,"4,60,000"
36,2016 Maruti Wagon R,2016,Petrol,"28,699 Kms",998 cc,1st Owner,Manual,20.51 kmpl,67.04bhp,90Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,"4,20,000"
37,2014 Maruti Celerio,2014,Petrol,"18,343 Kms",998 cc,1st Owner,Manual,23.1 kmpl,67.04bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"3,86,500"
38,2018 Maruti Baleno,2018,Petrol,"24,229 Kms",1197 cc,2nd Owner,Automatic,21.4 kmpl,83.1bhp,115Nm,5,Other,CVT,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"7,40,000"
39,2017 Maruti Ciaz,2017,Diesel,"22,992 Kms",1248 cc,1st Owner,Manual,28.09 kmpl,88.5bhp,200Nm,5,Blue,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,DDIS 200 Engine,"7,45,000"
40,2015 Hyundai i20,2015,Petrol,"45,396 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Blue,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"5,10,000"
41,2018 Maruti Ignis,2017,Petrol,"41,481 Kms",1197 cc,1st Owner,Manual,20.89 kmpl,81.80bhp,113Nm,5,Blue,5 Speed,FWD,Electrical,Disc,Drum,,1.2-Litre VVT Petrol Engine,"4,70,000"
42,2018 Hyundai i20,2018,Petrol,"31,260 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.86bhp,114.73nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"6,30,000"
43,2016 Maruti Baleno,2016,Petrol,"78,509 Kms",1197 cc,1st Owner,Manual,21.4 kmpl,83.1bhp,115Nm,5,Blue,5 Speed,FWD,Power,Disc,Drum,12.36 seconds,VVT Petrol Engine,"5,00,000"
44,2015 Hyundai i20,2015,Petrol,"50,722 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"5,50,000"
45,2017 Tata Tiago,2016,Diesel,"38,643 Kms",1047 cc,1st Owner,Manual,27.28 kmpl,69bhp,140Nm,5,Silver,5 Speed,FWD,Power,Disc,Drum,16.29 seconds,Revotorq Engine,"4,70,000"
46,2018 Maruti Alto 800,2018,Petrol,"29,433 Kms",796 cc,1st Owner,Manual,24.7 kmpl,47.3bhp,69Nm,5,Silver,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"3,20,000"
47,2020 Maruti Celerio X,2020,Petrol,"4,107 Kms",998 cc,1st Owner,Automatic,21.63 kmpl,67.05bhp,90Nm,5,Grey,AGS,FWD,Electric,Ventilated Disc,Drum,,K10B Petrol Engine,"5,95,000"
48,2017 Maruti Swift Dzire,2017,Diesel,"88,486 Kms",1248 cc,1st Owner,Automatic,26.59 kmpl,74bhp,190Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.8 Seconds,DDiS Diesel Engine,"7,40,000"
49,2015 Honda Jazz,2015,Diesel,"95,199 Kms",1498 cc,1st Owner,Manual,27.3 kmpl,98.6bhp,200Nm,5,Other,6 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-DTEC Diesel Engine,"5,20,000"
50,2019 Hyundai Grand i10,2019,Petrol,"3,878 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"5,60,000"
51,2015 Maruti Wagon R,2015,Petrol,"99,735 Kms",998 cc,1st Owner,Manual,20.51 kmpl,67.04bhp,90Nm,5,Other,5 Speed,FWD,Power,Ventilated Disc,Drum,18.6 Seconds,K10B Petrol Engine,"3,94,500"
52,2013 Hyundai i20,2013,Diesel,"86,803 Kms",1396 cc,1st Owner,Manual,21.9 kmpl,88.76bhp,219.6Nm,5,White,6 Speed,FWD,Power,Disc,Disc,,U2 CRDI Diesel Engine,"4,10,000"
53,2020 Honda Amaze,2020,Petrol,"12,887 Kms",1199 cc,1st Owner,Manual,18.6 kmpl,88.76bhp,110Nm,5,White,5 Speed,FWD,Electric,Disc,Drum,15 Seconds,i-VTEC Petrol Engine,"8,10,000"
54,2016 Maruti Celerio,2016,Petrol,"34,892 Kms",998 cc,1st Owner,Automatic,23.1 kmpl,67.04bhp,90Nm,5,Grey,5 Speed,FWD,Power,Ventilated Disc,Drum,15.05 Seconds,K10B Engine,"4,50,000"
55,2018 Maruti Ciaz,2018,Petrol,"21,090 Kms",1373 cc,1st Owner,Manual,20.73 kmpl,91.1bhp,130Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,14 Seconds,k14B VVT Engine,"7,19,000"
56,2017 Hyundai Grand i10,2016,Petrol,"21,444 Kms",1197 cc,2nd Owner,Automatic,18.9 kmpl,82bhp,114Nm,5,Other,4 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"5,25,000"
57,2021 Honda Amaze,2021,Diesel,"10,317 Kms",1498 cc,1st Owner,Manual,25.8 kmpl,98.6bhp,200Nm,5,Red,5 Speed,FWD,Power,Disc,Drum,17 Seconds,i-DTEC Diesel Engine,"9,70,000"
58,2015 Hyundai Grand i10,2015,Petrol,"29,667 Kms",1197 cc,1st Owner,Manual,18.9 kmpl,82bhp,114Nm,5,Grey,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,86,000"
59,2020 Maruti S-Presso,2020,Petrol,527 Kms,998 cc,1st Owner,MH12,Zero Dep,998 CC,67.05bhp,5,Silver,AGS,FWD,Power,Ventilated Disc,Drum,,K10B Petrol Engine,"5,10,000"
60,2015 Hyundai Grand i10,2015,Petrol,"19,736 Kms",1197 cc,2nd Owner,Manual,18.9 kmpl,81.86bhp,113.75nm,5,Other,5 Speed,FWD,Power,Disc,Drum,12.9 Seconds,Kappa VTVT Petrol Engine,"4,00,000"
61,2019 Hyundai Santro,2019,Petrol,"24,298 Kms",1086 cc,1st Owner,MH11,Third Party insurance,1086 CC,68bhp,5,Silver,5 Speed,FWD,Power,Disc,Drum,,1.1 litre Petrol Engine,"5,30,000"
62,2019 Toyota Yaris,2018,Petrol,"54,959 Kms",1496 cc,1st Owner,Automatic,17.8 kmpl,105.5bhp,140Nm,5,Grey,7 Speed CVT,FWD,Power,Disc,Drum,,1.5 Dual VVT-i Engine,"8,00,000"
63,2018 Maruti Baleno,2018,Petrol,"26,702 Kms",1197 cc,1st Owner,Automatic,19.56 kmpl,81.80bhp,113Nm,5,Blue,CVT,FWD,Electric,Disc,Drum,12.79 seconds,1.2L VVT Engine,"7,15,000"
64,2019 Hyundai Verna,2019,Petrol,"12,448 Kms",1591 cc,1st Owner,Automatic,17 kmpl,121.3bhp,151Nm,5,Black,6 Speed,FWD,Power,Disc,Drum,12.04 Seconds,VTVT Petrol Engine,"11,00,000"
65,2021 Renault KWID,2021,Petrol,"2,287 Kms",999 cc,1st Owner,Automatic,22 kmpl,67bhp,91Nm,5,Silver,5 Speed,FWD,Electric,Disc,Drum,,Petrol Engine,"5,05,000"
66,2019 Maruti Vitara Brezza,2018,Diesel,"43,937 Kms",1248 cc,1st Owner,Automatic,24.3 kmpl,88.5bhp,200Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,12.36 Seconds,DDiS 200 Diesel Engine,"9,00,000"
67,2015 Hyundai i20,2015,Diesel,"119,404 Kms",1396 cc,1st Owner,Manual,22.54 kmpl,88.73bhp,219.7Nm,5,White,6 Speed,FWD,Power,Disc,Drum,11.9 Seconds,U2 CRDI Diesel Engine,"5,30,000"
68,2012 Hyundai i20,2011,Petrol,"50,796 Kms",1197 cc,1st Owner,Manual,17 kmpl,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",5,Red,5 Speed,,Power,Disk,Drum,,In-Line Engine,"3,00,000"
69,2021 Maruti Wagon R,2021,Petrol,"17,394 Kms",1197 cc,1st Owner,Manual,20.52 kmpl,81.80bhp,113Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,18.6 Seconds,K12M Petrol Engine,"6,29,000"
70,2018 Hyundai i20,2018,Petrol,"31,931 Kms",1197 cc,1st Owner,Manual,18.6 kmpl,81.83bhp,114.7Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,13.2 Seconds,Kappa VTVT Petrol Engine,"7,00,000"
71,2018 Maruti Baleno,2018,Petrol,"6,019 Kms",1197 cc,1st Owner,Manual,21.01 kmpl,81.80bhp,113Nm,5,Blue,5 Speed,FWD,Electric,Disc,Drum,12.36 seconds,1.2L VVT Engine,"5,70,000"
72,2017 Honda Jazz,2017,Petrol,"55,510 Kms",1199 cc,1st Owner,Automatic,18.2 kmpl,88.7bhp,110Nm,5,White,5 Speed,FWD,Power,Disc,Drum,13.7 Seconds,i-VTEC Petrol Engine,"6,25,000"
73,2019 Hyundai Santro,2018,Petrol,"21,969 Kms",1086 cc,1st Owner,Manual,20.3 kmpl,68bhp,99Nm,5,White,5 Speed,FWD,Power,Disc,Drum,,1.1 litre Petrol Engine,"4,30,000"
74,2014 Maruti Wagon R Stingray,2014,Petrol,"44,443 Kms",998 cc,1st Owner,Manual,20.51 kmpl,67.04bhp,90Nm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,15 Seconds,K 10B Petrol Engine,"3,30,000"
75,2013 Honda Brio,2012,Petrol,"87,450 Kms",1198 cc,1st Owner,Manual,19.4 kmpl,86.8bhp,109Nm,5,Other,5 Speed,FWD,Power,Disc,Drum,,i-VTEC Engine,"2,60,000"
76,2018 Maruti Ertiga,2018,Diesel,"87,955 Kms",1248 cc,1st Owner,Manual,24.52 kmpl,88.5bhp,200Nm,7,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,13.3 Seconds,D13A SHVS Engine,"8,50,000"
77,2017 Honda City,2017,Diesel,"62,282 Kms",1498 cc,1st Owner,Manual,25.6 kmpl,97.9bhp,200Nm,5,Silver,6 Speed,FWD,Power,Vantilated Disc,Drum,10 Seconds,i DTEC Diesel Engine,"9,00,000"
78,2012 Hyundai i20,2012,Diesel,"84,414 Kms",1396 cc,1st Owner,Manual,21.27 kmpl,88.76bhp,219.6Nm,5,White,6 Speed,FWD,Power,Disc,Disc,,U2 CRDI Diesel Engine,"3,80,000"
79,2020 Maruti Alto 800,2019,Petrol,"19,991 Kms",796 cc,1st Owner,MH12,Zero Dep,796 CC,47.3bhp,5,Other,5 Speed,FWD,Power,Solid Disc,Drum,19 Seconds,F8D Petrol Engine,"3,45,000"
80,2018 Maruti Baleno,2018,Petrol,"33,495 Kms",1197 cc,1st Owner,Automatic,21.4 kmpl,83.1bhp,115Nm,5,White,CVT,FWD,Power,Disc,Drum,12.79 seconds,VVT Petrol Engine,"6,70,000"
81,2021 Skoda Rapid,2021,Petrol,"3,381 Kms",999 cc,1st Owner,Manual,18.97 kmpl,108.62bhp,175nm,5,White,6 Speed,FWD,Power,Disc,Drum,,1.0L TSI Petrol,"10,50,000"
82,2019 Honda City,2019,Petrol,"35,429 Kms",1497 cc,1st Owner,Manual,17.4 kmpl,117.6bhp,145Nm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,9.64 Seconds,i VTEC Engine,"9,95,000"
